Timestamp,Age,Gender,Country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence,comments
2015-01-05 03:23:39,41,Make,United States,IL,No,Yes,No,Rarely,100-500,No,Yes,Yes,Not sure,No,No,Yes,Somewhat difficult,Maybe,Maybe,No,Some of them,No,Maybe,Don't know,No,
2015-01-05 13:22:52,32,Enby,Ireland,,No,No,No,Rarely,More than 1000,No,No,Yes,Yes,No,No,Don't know,Don't know,No,No,Some of them,Yes,Maybe,Yes,Don't know,No,
2015-01-05 23:22:05,36,f,Netherlands,,No,No,Yes,Sometimes,6-25,Yes,No,No,No,Yes,Don't know,Don't know,Very easy,Maybe,Maybe,No,Some of them,No,Maybe,Don't know,No,
2015-01-06 09:21:18,29,M,United States,MA,No,Yes,No,Rarely,6-25,No,Yes,No,Not sure,No,No,Don't know,Don't know,Yes,Maybe,Some of them,No,Maybe,No,No,No,
2015-01-06 19:20:31,34,male,United States,OR,No,No,Yes,Sometimes,26-100,Yes,Yes,Don't know,Not sure,No,Yes,Don't know,Don't know,No,No,No,Yes,No,Maybe,Don't know,No,
2015-01-07 05:19:44,31,Male-ish,United States,NC,No,No,No,Sometimes,26-100,Yes,Yes,No,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,No,No,Don't know,Yes,
2015-01-07 15:18:57,32,Genderqueer,United States,OR,No,No,No,Never,100-500,Yes,Yes,Yes,No,No,Don't know,Don't know,Very easy,Maybe,Yes,No,Yes,No,Yes,Don't know,No,In small startups it is hard to keep mental health issues private.
2015-01-08 01:18:10,36,cis-female/femme,United States,NC,No,Yes,No,Never,100-500,No,No,No,No,No,Don't know,Don't know,Very difficult,No,No,No,Yes,Maybe,Maybe,No,No,
2015-01-08 11:17:23,26,Genderqueer,Germany,,No,No,No,Rarely,26-100,Yes,Yes,Yes,No,No,No,No,Somewhat easy,Maybe,No,Yes,Yes,No,No,Don't know,No,
2015-01-08 21:16:36,46,Cis Female,United Kingdom,,No,Yes,No,Sometimes,More than 1000,No,No,Yes,Not sure,No,Yes,Don't know,Somewhat difficult,Maybe,No,No,Yes,No,No,Yes,No,
2015-01-09 07:15:49,24,female,Germany,,Yes,Yes,Yes,Never,More than 1000,Yes,Yes,Yes,Yes,No,Don't know,Don't know,Very easy,No,No,No,Some of them,No,Maybe,Don't know,No,
2015-01-09 17:15:02,23,Cis Male,Germany,,No,Yes,Yes,Sometimes,1-5,No,Yes,Don't know,No,Yes,Yes,Don't know,Very difficult,Yes,No,Yes,Some of them,No,Maybe,No,No,
2015-01-10 03:14:15,40,Male-ish,United Kingdom,,No,No,No,nan,26-100,No,Yes,No,Not sure,Don't know,Don't know,Don't know,Very easy,Maybe,No,No,No,No,No,Yes,No,
2015-01-10 13:13:28,37,female,United States,OH,No,No,No,Rarely,26-100,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Don't know,Yes,Maybe,Some of them,Some of them,No,Maybe,Yes,No,
2015-01-10 23:12:41,36,M,United Kingdom,,No,No,No,Often,26-100,No,Yes,No,No,No,No,Yes,Very easy,Maybe,Maybe,Yes,Yes,Maybe,No,Don't know,Yes,In small startups it is hard to keep mental health issues private.
2015-01-11 09:11:54,36,Man,United States,OH,No,No,No,Sometimes,More than 1000,No,No,Don't know,Not sure,Don't know,Don't know,Don't know,Somewhat easy,Yes,No,No,Some of them,No,Maybe,Don't know,No,
2015-01-11 19:11:07,31,Female ,United Kingdom,,No,Yes,No,Sometimes,26-100,Yes,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,No,No,Maybe,Don't know,Yes,
2015-01-12 05:10:20,25,Trans-female,United States,OR,No,Yes,Yes,nan,26-100,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,No,Yes,No,Maybe,Yes,No,
2015-01-12 15:09:33,32,Female (trans),United Kingdom,,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Don't know,Yes,No,Don't know,Don't know,Very difficult,No,No,Yes,Yes,No,Maybe,No,No,
2015-01-13 01:08:46,27,Agender,United States,TX,No,Yes,Yes,Never,100-500,No,Yes,No,Not sure,No,No,Don't know,Very difficult,Maybe,No,Yes,Yes,No,No,Don't know,No,
2015-01-13 11:07:59,38,female ,United States,OH,No,No,No,Rarely,6-25,No,Yes,Don't know,No,No,Yes,Don't know,Very easy,Yes,No,Yes,Yes,Maybe,Maybe,No,No,
2015-01-13 21:07:12,30,female,United States,TX,No,No,No,Sometimes,6-25,No,Yes,Don't know,Yes,Yes,Yes,Don't know,Very difficult,Maybe,Maybe,Some of them,Yes,No,No,Don't know,No,
2015-01-14 07:06:25,26,female ,United States,MN,No,Yes,Yes,nan,26-100,No,Yes,Yes,Not sure,No,No,Don't know,Very easy,Yes,No,Some of them,Yes,Maybe,Yes,No,No,Thanks for doing this survey. It helps end the stigma!
2015-01-14 17:05:38,29,Genderqueer,United Kingdom,,No,Yes,No,Never,6-25,Yes,No,Don't know,No,No,Yes,Don't know,Don't know,No,No,Some of them,Yes,Maybe,No,Don't know,No,
2015-01-15 03:04:51,34,m,United Kingdom,,No,Yes,Yes,Sometimes,More than 1000,No,Yes,No,Not sure,No,No,Don't know,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,Yes,
2015-01-15 13:04:05,28,Female,United States,CA,No,No,Yes,Sometimes,26-100,No,No,Yes,Yes,No,Don't know,Don't know,Don't know,Yes,No,Yes,Some of them,No,Yes,Yes,No,
2015-01-15 23:03:18,26,fluid,United States,TN,No,No,No,Sometimes,26-100,No,Yes,No,No,No,No,No,Don't know,Maybe,Maybe,Some of them,Yes,No,Maybe,Yes,No,
2015-01-16 09:02:31,33,Guy (-ish) ^_^,United States,MI,No,No,Yes,nan,More than 1000,Yes,No,Don't know,Not sure,No,Yes,Don't know,Don't know,Yes,Maybe,No,Yes,No,No,Yes,No,
2015-01-16 19:01:44,33,Woman,United States,PA,No,No,Yes,Often,6-25,No,Yes,Yes,No,Don't know,No,Yes,Somewhat easy,No,No,No,No,No,Maybe,Yes,No,
2015-01-17 05:00:57,28,Female ,United States,MN,No,No,Yes,Sometimes,6-25,No,Yes,No,Yes,No,No,Don't know,Somewhat difficult,Yes,No,No,Some of them,No,Maybe,Yes,No,
2015-01-17 15:00:10,28,Male (CIS),Netherlands,,No,Yes,Yes,Sometimes,1-5,No,No,Don't know,No,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Yes,No,Yes,Don't know,No,Working remote is empowering. I've seen negative consequences in previous workplaces.
2015-01-18 00:59:23,33,Guy (-ish) ^_^,United States,IN,No,Yes,No,Often,26-100,No,Yes,Yes,Not sure,Don't know,No,Don't know,Somewhat easy,Maybe,Maybe,Some of them,Some of them,Maybe,Maybe,Don't know,Yes,
2015-01-18 10:58:36,21,Male-ish,United States,OH,Yes,No,No,Rarely,26-100,No,Yes,Yes,No,Yes,Don't know,Don't know,Very difficult,No,No,Some of them,Yes,No,No,Don't know,No,
2015-01-18 20:57:49,22,Male,United States,OR,No,No,Yes,Never,6-25,Yes,Yes,Yes,No,Yes,No,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,Maybe,Yes,No,
2015-01-19 06:57:02,26,Male,United States,TN,No,Yes,Yes,Sometimes,More than 1000,No,No,No,No,No,Don't know,Don't know,Somewhat difficult,Yes,No,Yes,Yes,No,No,Yes,Yes,
2015-01-19 16:56:15,30,Enby,United States,NC,No,No,Yes,Sometimes,More than 1000,No,Yes,Don't know,Not sure,No,Yes,Yes,Somewhat easy,Yes,No,Yes,No,No,No,Yes,Yes,
2015-01-20 02:55:28,34,Make,United Kingdom,,Yes,No,No,Rarely,More than 1000,No,Yes,No,Yes,No,Yes,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Yes,Yes,
2015-01-20 12:54:41,42,Cis Female,United States,TN,No,No,No,nan,100-500,No,Yes,Yes,Yes,Don't know,Yes,Don't know,Somewhat difficult,No,No,Yes,No,Maybe,No,Don't know,No,
2015-01-20 22:53:54,38,cis male,United States,WA,No,No,No,Sometimes,6-25,No,No,Yes,Yes,Yes,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,No,No,I openly discuss my mental health struggles to encourage others to seek treatment.
2015-01-21 08:53:07,30,Trans woman,United States,IN,Yes,No,Yes,Rarely,26-100,Yes,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,No,No,No,No,Don't know,No,
2015-01-21 18:52:20,31,Make,United States,MN,No,No,No,Never,100-500,Yes,Yes,Don't know,No,No,Don't know,Yes,Don't know,Maybe,Yes,Some of them,Yes,No,No,Yes,No,
2015-01-22 04:51:33,24,female,United States,GA,No,Yes,Yes,Never,1-5,Yes,Yes,No,Yes,Don't know,No,Don't know,Very easy,No,No,No,No,No,No,Don't know,No,
2015-01-22 14:50:46,31,Androgyne,France,,No,Yes,No,Sometimes,6-25,Yes,Yes,Don't know,No,No,Yes,Yes,Very difficult,No,No,Some of them,No,No,Maybe,Yes,No,
2015-01-23 00:49:59,29,fluid,United Kingdom,,Yes,Yes,Yes,nan,More than 1000,No,Yes,Yes,Not sure,No,No,Don't know,Don't know,Maybe,Maybe,Some of them,No,Maybe,No,Yes,No,
2015-01-23 10:49:12,34,Male (CIS),United States,OR,No,Yes,Yes,Never,6-25,No,Yes,No,Not sure,No,Yes,Don't know,Somewhat difficult,Maybe,Maybe,Some of them,Yes,Maybe,No,Don't know,No,
2015-01-23 20:48:25,26,Genderqueer,United States,PA,No,No,No,Rarely,6-25,No,Yes,No,Yes,No,No,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Yes,No,
2015-01-24 06:47:38,35,F,United States,OR,Yes,No,No,Sometimes,26-100,No,Yes,Yes,No,Yes,Yes,Yes,Don't know,Yes,No,No,Some of them,No,Yes,Don't know,No,Our health plan has covered my psychotherapy and antidepressant medication. Manager has been discreet throughout.
2015-01-24 16:46:51,42,F,United States,OH,No,Yes,Yes,Sometimes,6-25,No,Yes,No,Not sure,No,No,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,Don't know,No,
2015-01-25 02:46:04,31,Cis Male,United Kingdom,,Yes,No,No,Sometimes,100-500,No,Yes,Yes,No,No,No,Yes,Very easy,Maybe,No,No,Some of them,No,Maybe,Yes,Yes,
2015-01-25 12:45:17,34,M,United Kingdom,,No,Yes,Yes,Often,More than 1000,No,No,Yes,No,No,Don't know,Don't know,Don't know,No,Yes,No,No,No,Maybe,No,No,
2015-01-25 22:44:30,36,Trans-female,United States,NC,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Yes,No,No,No,Yes,Somewhat easy,Maybe,No,No,No,No,Maybe,Don't know,No,
2015-01-26 08:43:43,29,f,United States,NY,No,Yes,Yes,Often,6-25,Yes,Yes,Don't know,Yes,No,Don't know,Don't know,Don't know,No,No,No,Yes,No,Maybe,Don't know,No,
2015-01-26 18:42:56,33,female,United States,CA,No,Yes,Yes,Never,100-500,Yes,No,Don't know,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,No,No,Yes,Yes,No,
2015-01-27 04:42:09,32,Trans-female,Netherlands,,No,Yes,No,Never,6-25,No,Yes,Yes,No,No,No,Don't know,Very easy,No,No,Some of them,Yes,No,Maybe,Yes,No,
2015-01-27 14:41:22,32,non-binary,United Kingdom,,No,No,Yes,Never,More than 1000,No,Yes,Yes,No,Don't know,Yes,Don't know,Don't know,No,No,Yes,No,No,No,Don't know,Yes,In small startups it is hard to keep mental health issues private.
2015-01-28 00:40:35,26,Cis Male,United States,TX,No,No,No,Sometimes,26-100,No,Yes,No,Yes,Don't know,No,Don't know,Don't know,Yes,No,No,Yes,No,Maybe,No,No,
2015-01-28 10:39:48,32,Female ,United States,MI,No,No,Yes,Sometimes,More than 1000,No,Yes,No,Yes,No,Don't know,Don't know,Don't know,Maybe,No,No,No,No,No,Yes,No,
2015-01-28 20:39:01,35,Cis Male,United Kingdom,,No,Yes,Yes,Sometimes,26-100,No,No,No,No,No,No,Yes,Somewhat easy,Yes,No,No,Yes,No,Yes,Don't know,No,
2015-01-29 06:38:14,42,non-binary,United States,MI,No,Yes,No,Rarely,6-25,No,No,Yes,No,Yes,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,
2015-01-29 16:37:27,38,Femake,United States,NY,No,Yes,No,Rarely,6-25,No,Yes,Yes,Not sure,No,No,Don't know,Don't know,No,No,No,Yes,No,Yes,Don't know,No,
2015-01-30 02:36:40,47,Trans woman,United States,MI,No,No,Yes,Sometimes,6-25,No,Yes,Yes,Not sure,Don't know,No,Yes,Don't know,No,No,Yes,No,Maybe,Yes,Yes,No,
2015-01-30 12:35:53,26,M,United Kingdom,,No,Yes,Yes,Never,26-100,No,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,No,No,Some of them,Some of them,No,No,Don't know,No,
2015-01-30 22:35:06,38,male,United States,IN,No,No,No,Sometimes,More than 1000,No,Yes,Don't know,Not sure,Don't know,No,Don't know,Don't know,No,No,Yes,No,No,Maybe,No,No,I openly discuss my mental health struggles to encourage others to seek treatment.
2015-01-31 08:34:19,33,Make,United States,CA,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,No,Don't know,No,Yes,Somewhat difficult,Maybe,No,Some of them,Yes,No,No,Don't know,No,
2015-01-31 18:33:32,47,Make,Netherlands,,No,No,Yes,Sometimes,6-25,No,Yes,No,No,No,Don't know,Don't know,Very easy,Maybe,Maybe,Some of them,Yes,No,Yes,Yes,No,
2015-02-01 04:32:45,26,maile,United States,NY,No,No,No,nan,More than 1000,No,Yes,Don't know,No,Yes,Don't know,Yes,Somewhat easy,No,No,Yes,Yes,No,Maybe,Don't know,No,
2015-02-01 14:31:58,26,Agender,United States,MI,No,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,No,Yes,No,Don't know,Don't know,No,Maybe,Yes,No,No,No,No,No,
2015-02-02 00:31:11,27,maile,United States,MI,No,Yes,Yes,Sometimes,500-1000,No,No,Yes,Not sure,No,No,Yes,Very easy,No,Maybe,Yes,Yes,No,Maybe,No,No,
2015-02-02 10:30:24,18,Make,United States,TX,No,Yes,Yes,Sometimes,More than 1000,Yes,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,No,No,Yes,Some of them,No,Maybe,Don't know,No,
2015-02-02 20:29:37,28,non-binary,Canada,,No,No,Yes,Sometimes,More than 1000,Yes,Yes,Yes,Yes,No,No,Don't know,Somewhat easy,No,No,Some of them,No,No,Yes,No,No,
2015-02-03 06:28:50,26,female,United States,NC,No,Yes,Yes,Rarely,More than 1000,No,Yes,Yes,No,Don't know,No,Don't know,Very easy,Yes,No,No,Yes,No,Maybe,Don't know,No,Thanks for doing this survey. It helps end the stigma!
2015-02-03 16:28:03,33,Genderqueer,United States,NC,No,Yes,Yes,Sometimes,1-5,No,Yes,Yes,Not sure,No,No,Don't know,Very easy,No,Yes,Some of them,Yes,Maybe,Maybe,Yes,No,
2015-02-04 02:27:16,34,M,United States,GA,Yes,No,Yes,Sometimes,1-5,No,Yes,Yes,Not sure,No,Yes,Yes,Somewhat easy,Maybe,No,Some of them,Yes,Maybe,No,No,No,
2015-02-04 12:26:29,45,f,United Kingdom,,No,Yes,Yes,Rarely,26-100,No,Yes,Yes,No,No,Don't know,Yes,Don't know,No,No,Some of them,Yes,No,Maybe,No,Yes,
2015-02-04 22:25:43,38,male,United Kingdom,,No,No,No,Sometimes,26-100,No,Yes,No,Not sure,Don't know,No,Yes,Very easy,No,No,No,No,No,Maybe,No,No,
2015-02-05 08:24:56,27,male,United States,MI,No,No,No,Often,26-100,No,Yes,No,No,No,No,Don't know,Don't know,Yes,Maybe,Some of them,No,No,No,No,No,
2015-02-05 18:24:09,25,Agender,United States,MA,No,Yes,No,Rarely,More than 1000,No,No,Yes,No,No,Don't know,Yes,Very easy,Maybe,No,No,Some of them,Maybe,Maybe,No,No,
2015-02-06 04:23:22,35,Cis Male,United Kingdom,,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,Don't know,No,Don't know,Very easy,No,No,No,Yes,No,Maybe,Don't know,No,
2015-02-06 14:22:35,22,Cis Female,United States,OR,No,Yes,Yes,Rarely,More than 1000,Yes,Yes,No,Yes,No,Don't know,Don't know,Somewhat difficult,Yes,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,In small startups it is hard to keep mental health issues private.
2015-02-07 00:21:48,44,Female,Germany,,No,No,No,Sometimes,6-25,No,Yes,Yes,No,No,Yes,Don't know,Somewhat easy,No,No,No,Yes,No,No,Yes,No,
2015-02-07 10:21:01,40,Male-ish,Canada,,No,No,Yes,Never,100-500,Yes,No,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Some of them,Yes,Yes,No,No,No,
2015-02-07 20:20:14,28,Androgyne,Germany,,No,No,Yes,Never,100-500,No,Yes,Yes,Not sure,No,No,Yes,Don't know,Maybe,No,Some of them,No,No,Yes,Yes,No,
2015-02-08 06:19:27,20,Male,United States,NY,No,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,Don't know,Don't know,Very easy,Maybe,Maybe,No,Some of them,No,Maybe,Don't know,No,
2015-02-08 16:18:40,41,Femake,United States,OH,No,No,No,Rarely,More than 1000,Yes,Yes,No,Yes,No,Yes,Don't know,Somewhat difficult,No,Maybe,Some of them,Yes,No,No,No,No,
2015-02-09 02:17:53,31,Trans woman,Canada,,No,Yes,No,nan,26-100,Yes,Yes,No,No,No,Don't know,Yes,Somewhat easy,No,Maybe,Yes,Some of them,Maybe,Yes,No,No,
2015-02-09 12:17:06,40,Woman,United States,PA,No,Yes,Yes,nan,1-5,No,Yes,Yes,No,No,Don't know,Yes,Don't know,Yes,No,No,Some of them,Yes,Maybe,Don't know,No,
2015-02-09 22:16:19,20,Trans woman,United States,MN,No,No,No,Rarely,1-5,No,Yes,Yes,No,No,No,Yes,Very difficult,No,Maybe,Some of them,Some of them,No,Yes,Don't know,No,Working remote is empowering. I've seen negative consequences in previous workplaces.
2015-02-10 08:15:32,27,male,Germany,,No,Yes,Yes,Never,More than 1000,No,Yes,Yes,No,No,No,Don't know,Very difficult,No,No,No,Yes,No,Yes,Don't know,No,
2015-02-10 18:14:45,32,Female,Netherlands,,No,Yes,Yes,Sometimes,100-500,No,Yes,Yes,No,Yes,Don't know,Don't know,Don't know,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,
2015-02-11 04:13:58,32,Make,United States,GA,No,No,No,Sometimes,1-5,Yes,Yes,No,No,No,Yes,Don't know,Somewhat easy,Yes,Maybe,Some of them,Some of them,No,Maybe,Yes,No,
2015-02-11 14:13:11,28,Trans-female,United States,IL,No,No,No,Never,More than 1000,Yes,No,Don't know,Yes,Yes,Don't know,Don't know,Very easy,No,Maybe,Some of them,No,Maybe,Maybe,No,No,
2015-02-12 00:12:24,36,Female (trans),United States,OH,No,No,Yes,Sometimes,26-100,No,Yes,Don't know,No,Yes,Don't know,Yes,Very easy,Maybe,No,Some of them,Some of them,No,Maybe,Don't know,No,
2015-02-12 10:11:37,24,maile,Canada,,No,No,Yes,nan,100-500,No,Yes,No,Not sure,No,No,Yes,Very difficult,Maybe,Maybe,Some of them,Some of them,No,Yes,Yes,No,
2015-02-12 20:10:50,31,Femake,Australia,,No,Yes,Yes,Sometimes,6-25,No,Yes,No,No,Don't know,No,Yes,Don't know,Maybe,Yes,Yes,No,No,Yes,Yes,No,
2015-02-13 06:10:03,32,Man,United States,TX,No,No,No,Never,26-100,No,No,No,Yes,No,Don't know,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,No,Maybe,Don't know,Yes,I openly discuss my mental health struggles to encourage others to seek treatment.
2015-02-13 16:09:16,35,Woman,United States,PA,No,Yes,Yes,Never,1-5,Yes,Yes,Yes,No,Don't know,No,Yes,Very easy,Yes,No,No,No,Maybe,No,Yes,No,
2015-02-14 02:08:29,36,F,Netherlands,,No,Yes,No,nan,100-500,Yes,Yes,Yes,Yes,No,Don't know,Yes,Somewhat difficult,No,Maybe,Some of them,Yes,No,No,Yes,Yes,
2015-02-14 12:07:42,24,Female (trans),United States,OH,No,No,No,Rarely,26-100,No,Yes,Don't know,No,Yes,No,Don't know,Somewhat difficult,No,No,Some of them,Yes,No,Maybe,No,Yes,
2015-02-14 22:06:55,21,Female ,United States,TN,No,Yes,No,Rarely,6-25,No,Yes,Yes,Not sure,No,Don't know,Don't know,Very difficult,Yes,No,Some of them,No,No,No,Don't know,No,
2015-02-15 08:06:08,40,Male-ish,India,,Yes,No,Yes,Sometimes,26-100,No,Yes,No,Not sure,Don't know,Yes,Yes,Somewhat easy,Maybe,Maybe,No,Yes,No,Yes,No,No,
2015-02-15 18:05:21,34,m,United States,OR,No,Yes,Yes,nan,26-100,No,Yes,Don't know,Yes,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,No,No,Maybe,Don't know,No,
2015-02-16 04:04:34,26,Cis Male,United Kingdom,,No,No,Yes,Sometimes,6-25,Yes,Yes,No,No,Yes,No,No,Don't know,Maybe,No,Some of them,Some of them,Maybe,Maybe,Don't know,No,
2015-02-16 14:03:47,42,Man,United States,PA,No,Yes,Yes,nan,100-500,No,No,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,No,Our health plan has covered my psychotherapy and antidepressant medication. Manager has been discreet throughout.
2015-02-17 00:03:00,32,maile,United States,TN,No,No,No,Never,26-100,No,Yes,No,Not sure,No,Yes,Yes,Don't know,Yes,No,No,Some of them,Maybe,Maybe,Don't know,No,
2015-02-17 10:02:13,40,fluid,Canada,,No,No,No,Never,26-100,No,Yes,Yes,No,No,Don't know,Yes,Very easy,Yes,Yes,Some of them,Yes,No,Maybe,Don't know,No,
2015-02-17 20:01:26,32,Woman,United States,OH,No,Yes,Yes,Never,26-100,Yes,No,No,Yes,No,No,Don't know,Very difficult,Maybe,No,No,Some of them,Maybe,Maybe,Don't know,No,
2015-02-18 06:00:39,46,Cis Female,South Africa,,No,Yes,Yes,Rarely,500-1000,No,No,Yes,Not sure,No,No,Yes,Don't know,No,No,Some of them,Some of them,No,No,Yes,No,
2015-02-18 15:59:52,44,m,United States,CA,No,Yes,Yes,Sometimes,26-100,Yes,Yes,Don't know,Not sure,Yes,No,Don't know,Don't know,Maybe,Yes,No,Yes,No,No,Yes,No,
2015-02-19 01:59:05,30,fluid,United States,WA,No,Yes,Yes,nan,6-25,Yes,No,No,Not sure,No,No,Don't know,Very easy,Maybe,Maybe,Some of them,Yes,No,Maybe,Don't know,No,
2015-02-19 11:58:18,38,Trans-female,United States,CA,No,No,No,Never,6-25,Yes,Yes,Don't know,Not sure,Yes,Yes,Don't know,Somewhat easy,Maybe,No,Some of them,Yes,Maybe,Maybe,Don't know,Yes,
2015-02-19 21:57:31,36,M,United States,OR,No,No,Yes,Sometimes,More than 1000,No,Yes,Don't know,Not sure,No,Yes,Don't know,Very difficult,Maybe,Maybe,Some of them,Some of them,No,No,Yes,No,Thanks for doing this survey. It helps end the stigma!
2015-02-20 07:56:44,41,cis-female/femme,United States,PA,No,Yes,Yes,Sometimes,More than 1000,No,No,No,Yes,Don't know,No,Yes,Don't know,No,No,Yes,Some of them,No,Yes,Don't know,No,
2015-02-20 17:55:57,25,Cis Female,United States,PA,No,Yes,No,Never,26-100,No,Yes,Don't know,Yes,No,No,Yes,Don't know,Maybe,No,Some of them,Yes,Maybe,Maybe,Don't know,No,
2015-02-21 03:55:10,36,M,United States,OR,No,Yes,Yes,Never,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,Maybe,No,Yes,No,No,Maybe,Yes,Yes,
2015-02-21 13:54:23,39,F,United States,TN,No,No,No,Never,6-25,No,Yes,Yes,Yes,Yes,Yes,Don't know,Don't know,Yes,No,Some of them,Yes,No,No,Don't know,No,
2015-02-21 23:53:36,19,f,United Kingdom,,No,Yes,No,Rarely,More than 1000,No,Yes,No,Not sure,No,No,Don't know,Don't know,Maybe,No,Some of them,No,No,Maybe,Don't know,Yes,
2015-02-22 09:52:49,23,Male (CIS),United Kingdom,,No,No,Yes,Never,More than 1000,No,Yes,Don't know,No,No,Don't know,Yes,Don't know,No,No,Some of them,Some of them,No,Maybe,Don't know,No,
2015-02-22 19:52:02,18,Trans woman,United Kingdom,,No,No,No,nan,6-25,Yes,Yes,Don't know,No,No,No,No,Don't know,Maybe,No,Some of them,Yes,No,No,Don't know,No,
2015-02-23 05:51:15,30,fluid,United States,NC,No,No,Yes,Rarely,6-25,No,No,Yes,No,No,Don't know,Don't know,Don't know,Yes,No,Yes,Some of them,No,Maybe,No,No,I openly discuss my mental health struggles to encourage others to seek treatment.
2015-02-23 15:50:28,37,Femake,United States,WA,No,No,No,nan,6-25,No,Yes,Don't know,No,No,No,Don't know,Very difficult,Maybe,No,No,Some of them,No,Maybe,Don't know,No,
2015-02-24 01:49:41,42,F,United Kingdom,,No,No,No,Sometimes,6-25,Yes,Yes,Yes,No,Don't know,No,Don't know,Don't know,Maybe,No,No,Some of them,No,Maybe,Yes,No,
2015-02-24 11:48:54,32,Female,United States,OH,No,No,Yes,Never,More than 1000,Yes,No,Yes,Yes,No,Don't know,Don't know,Don't know,Maybe,No,Some of them,Yes,No,No,No,No,
2015-02-24 21:48:08,43,Femake,United States,MN,No,Yes,Yes,Sometimes,6-25,Yes,Yes,Don't know,No,No,Don't know,Yes,Somewhat difficult,No,No,Some of them,Yes,No,Yes,Don't know,No,
2015-02-25 07:47:21,22,Cis Female,Canada,,No,Yes,No,Rarely,26-100,Yes,Yes,Yes,Yes,No,No,Don't know,Very easy,Yes,No,Yes,Yes,No,Yes,Don't know,No,
2015-02-25 17:46:34,20,male,Canada,,No,No,No,nan,6-25,Yes,Yes,Yes,Yes,No,No,Yes,Somewhat easy,No,No,Some of them,Some of them,No,Maybe,No,No,
2015-02-26 03:45:47,31,f,United States,TX,No,No,No,Sometimes,500-1000,No,Yes,Don't know,No,No,No,Yes,Very easy,Maybe,No,No,No,Maybe,Maybe,No,No,
2015-02-26 13:45:00,34,Genderqueer,United States,CA,Yes,No,No,Sometimes,1-5,No,Yes,Yes,No,Yes,No,Yes,Somewhat difficult,No,No,Some of them,Yes,Maybe,No,Don't know,No,In small startups it is hard to keep mental health issues private.
2015-02-26 23:44:13,31,F,Canada,,Yes,No,No,nan,26-100,No,Yes,Yes,Yes,Don't know,Don't know,Yes,Somewhat difficult,No,Maybe,Yes,Some of them,Maybe,No,Don't know,No,
2015-02-27 09:43:26,18,male,United States,CA,No,No,No,Sometimes,26-100,No,Yes,Yes,Not sure,No,Yes,Yes,Somewhat easy,Maybe,Yes,Yes,Yes,No,Maybe,No,No,
2015-02-27 19:42:39,31,Genderqueer,Canada,,No,No,No,Rarely,6-25,No,Yes,Don't know,Not sure,Yes,No,No,Somewhat difficult,Maybe,Maybe,Yes,Yes,Maybe,Maybe,Don't know,No,
2015-02-28 05:41:52,22,Man,Canada,,No,Yes,No,Rarely,More than 1000,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,Maybe,No,Some of them,No,Maybe,Maybe,Don't know,No,
2015-02-28 15:41:05,36,Make,Canada,,No,No,No,nan,6-25,No,Yes,No,Not sure,Don't know,No,Don't know,Don't know,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,
2015-03-01 01:40:18,34,Male (CIS),United States,IN,No,No,No,Sometimes,More than 1000,No,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,Maybe,No,Some of them,Yes,No,Maybe,Don't know,No,
